0.0,0.0,1,1,34
1.0,0.0,1,1,38
2.0,0.0,1,1,11
3.0,0.0,1,1,47
4.0,0.0,1,1,45
5.0,0.0,1,1,22
6.0,0.0,1,1,29
7.0,0.0,1,1,31
8.0,0.0,1,1,33
9.0,0.0,1,1,34
10.0,267.828587647,1,1,41
11.0,535.934020294,1,1,33
12.0,803.81698951,1,1,21
13.0,803.81698951,1,1,11
14.0,803.81698951,1,1,31
15.0,803.81698951,1,1,50
16.0,803.81698951,1,1,49
17.0,803.81698951,1,1,5
18.0,803.81698951,1,1,46
19.0,803.81698951,1,1,26
20.0,1071.47438302,1,1,45
21.0,1338.92672864,1,1,50
22.0,1606.05401274,1,1,25
23.0,1606.05401274,1,1,35
24.0,1606.05401274,1,1,6
25.0,1606.05401274,1,1,35
26.0,1606.05401274,1,1,28
27.0,1606.05401274,1,1,7
28.0,1606.05401274,1,1,31
29.0,1606.05401274,1,1,44
30.0,1873.71062356,1,1,46
31.0,2140.42249597,2,1,40
32.0,2408.52024452,2,1,50
33.0,2408.52024452,2,1,18
34.0,2408.52024452,2,1,35
35.0,2408.52024452,2,1,5
36.0,2408.52024452,2,1,23
37.0,2408.52024452,2,1,15
38.0,2408.52024452,2,1,10
39.0,2408.52024452,2,1,21
40.0,2676.2140701,2,1,47
41.0,2944.7774117,2,1,40
42.0,3212.90167469,3,1,44
43.0,3212.90167469,3,1,25
44.0,3212.90167469,3,1,41
45.0,3212.90167469,3,1,46
46.0,3212.90167469,3,1,35
47.0,3212.90167469,3,1,43
48.0,3212.90167469,3,1,24
49.0,3212.90167469,3,1,41
50.0,3480.65558706,3,1,46
51.0,3748.45972775,3,1,22
52.0,4016.95646576,4,1,21
53.0,4016.95646576,4,1,22
54.0,4016.95646576,4,1,30
55.0,4016.95646576,4,1,50
56.0,4016.95646576,4,1,21
57.0,4016.95646576,4,1,6
58.0,4016.95646576,4,1,40
59.0,4016.95646576,4,1,7
60.0,4285.44647099,4,1,44
61.0,4553.79698786,4,1,14
62.0,4821.42243897,4,1,22
63.0,4821.42243897,5,1,39
64.0,4821.42243897,5,1,17
65.0,4821.42243897,5,1,27
66.0,4821.42243897,5,1,12
67.0,4821.42243897,5,1,18
68.0,4821.42243897,5,1,15
69.0,4821.42243897,5,1,14
70.0,5090.08627516,5,1,37
71.0,5358.66938704,5,1,14
72.0,5625.85448648,5,1,42
73.0,5625.85448648,5,1,28
74.0,5625.85448648,5,1,15
75.0,5625.85448648,6,1,31
76.0,5625.85448648,6,1,20
77.0,5625.85448648,6,1,47
78.0,5625.85448648,6,1,15
79.0,5625.85448648,6,1,5
80.0,5894.46155233,6,1,30
81.0,6161.2179021,6,1,24
82.0,6429.510517,6,1,19
83.0,6429.510517,6,1,35
84.0,6429.510517,6,1,26
85.0,6429.510517,6,1,41
86.0,6429.510517,6,1,28
87.0,6429.510517,7,2,27
88.0,6429.510517,7,2,43
89.0,6429.510517,7,2,7
90.0,6696.25641511,7,2,44
91.0,6964.84672352,7,2,50
92.0,7233.04538574,7,2,7
93.0,7233.04538574,7,2,38
94.0,7233.04538574,7,2,28
95.0,7233.04538574,7,2,25
96.0,7233.04538574,7,2,13
97.0,7233.04538574,7,2,15
98.0,7233.04538574,7,2,23
99.0,7233.04538574,7,2,32
100.0,7501.07302325,7,2,18
101.0,7769.64928114,7,2,49
102.0,8038.14301861,8,2,21
103.0,8038.14301861,8,2,8
104.0,8038.14301861,8,2,30
105.0,8038.14301861,8,2,44
106.0,8038.14301861,8,2,10
107.0,8038.14301861,8,2,9
108.0,8038.14301861,8,2,35
109.0,8038.14301861,8,2,33
110.0,8305.24222067,8,2,22
111.0,8573.70955312,8,2,5
112.0,8840.80146403,8,2,19
113.0,8840.80146403,8,2,38
114.0,8840.80146403,8,2,18
115.0,8840.80146403,8,2,27
116.0,8840.80146403,8,2,9
117.0,8840.80146403,8,2,7
118.0,8840.80146403,8,2,22
119.0,8840.80146403,9,2,48
120.0,9108.55540066,9,2,29
121.0,9376.10354454,9,2,34
122.0,9643.19327893,9,2,43
123.0,9643.19327893,9,2,30
124.0,9643.19327893,9,2,48
125.0,9643.19327893,9,2,9
126.0,9643.19327893,9,2,15
127.0,9643.19327893,9,2,37
128.0,9643.19327893,9,2,9
129.0,9643.19327893,10,2,16
130.0,9910.98725232,10,2,48
131.0,10179.247514,10,2,5
132.0,10447.6854384,10,2,23
133.0,10447.6854384,10,2,38
134.0,10447.6854384,10,2,13
135.0,10447.6854384,10,2,14
136.0,10447.6854384,10,2,20
137.0,10447.6854384,10,2,39
138.0,10447.6854384,10,2,43
139.0,10447.6854384,10,2,27
140.0,10714.9704198,10,2,17
141.0,10983.1922055,10,2,50
142.0,11250.5126092,10,2,23
143.0,11250.5126092,10,2,38
144.0,11250.5126092,10,2,25
145.0,11250.5126092,10,2,39
146.0,11250.5126092,10,2,14
147.0,11250.5126092,10,2,28
148.0,11250.5126092,10,2,38
149.0,11250.5126092,10,2,6
150.0,10983.8459425,10,2,28
151.0,10717.1792758,10,2,47
152.0,10450.5126092,9,2,31
153.0,10450.5126092,9,2,19
154.0,10450.5126092,9,2,49
155.0,10450.5126092,9,2,44
156.0,10450.5126092,9,2,48
157.0,10450.5126092,9,2,34
158.0,10450.5126092,9,2,13
159.0,10450.5126092,9,2,14
160.0,10183.8459425,9,2,49
161.0,9917.17927584,9,2,17
162.0,9650.51260918,9,2,47
163.0,9650.51260918,9,2,12
164.0,9650.51260918,9,2,22
165.0,9650.51260918,9,2,45
166.0,9650.51260918,9,2,17
167.0,9650.51260918,9,2,10
168.0,9650.51260918,9,2,41
169.0,9650.51260918,9,2,47
170.0,9383.84594251,9,2,39
171.0,9117.17927584,9,2,34
172.0,8850.51260918,9,2,48
173.0,8850.51260918,9,2,5
174.0,8850.51260918,9,2,34
175.0,8850.51260918,9,2,36
176.0,8850.51260918,8,2,22
177.0,8850.51260918,8,2,38
178.0,8850.51260918,8,2,31
179.0,8850.51260918,8,2,29
180.0,8583.84594251,8,2,6
181.0,8317.17927584,8,2,11
182.0,8050.51260918,8,2,5
183.0,8050.51260918,8,2,26
